阶段,国家,国家编码,产品品线,平台类型,平台,搜索词,URL,Google定向查询,Google搜索URL,批次编码
P1-C,英国,GB,吸奶器,竞品独立站Google定向,Google → medela.co.uk,Medela negative reviews,https://www.google.com/search?q=site%3Amedela.co.uk+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:medela.co.uk ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Amedela.co.uk+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-Medela
P1-C,英国,GB,吸奶器,竞品独立站,Elvie DTC (elvie.com),"Elvie Pump, Elvie Stride",https://www.elvie.com/shop/elvie-pump,"site:elvie.com ""review"" (""battery"" OR ""suction"" OR ""disappointed"")",https://www.google.com/search?q=site%3Aelvie.com+%22review%22+%28%22battery%22+OR+%22suction%22+OR+%22disappointed%22%29,BATCH-P1C-GB-Elvie
P1-C,英国,GB,吸奶器,竞品Amazon评论,Amazon (amazon.co.uk),Elvie Pump,https://www.amazon.co.uk/s?k=Elvie+Pump&rh=p_72%3A1-2,"site:amazon.co.uk ""Elvie Pump"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Elvie+Pump%22+review+problem,BATCH-P1C-GB-Elvie
P1-C,英国,GB,吸奶器,竞品Amazon评论,Amazon (amazon.co.uk),Elvie Stride,https://www.amazon.co.uk/s?k=Elvie+Stride&rh=p_72%3A1-2,"site:amazon.co.uk ""Elvie Stride"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Elvie+Stride%22+review+problem,BATCH-P1C-GB-Elvie
P1-C,英国,GB,吸奶器,竞品独立站Google定向,Google → elvie.com,Elvie negative reviews,https://www.google.com/search?q=site%3Aelvie.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:elvie.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Aelvie.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-Elvie
P1-C,英国,GB,吸奶器,竞品独立站,Momcozy DTC (momcozy.com),"Momcozy M5, Momcozy M9, Momcozy S12 Pro",https://momcozy.com/collections/wearable-breast-pumps,"site:momcozy.com ""review"" (""suction"" OR ""leak"" OR ""noise"" OR ""not worth"")",https://www.google.com/search?q=site%3Amomcozy.com+%22review%22+%28%22suction%22+OR+%22leak%22+OR+%22noise%22+OR+%22not+worth%22%29,BATCH-P1C-GB-Momcozy
P1-C,英国,GB,吸奶器,竞品Amazon评论,Amazon (amazon.co.uk),Momcozy M5,https://www.amazon.co.uk/s?k=Momcozy+M5&rh=p_72%3A1-2,"site:amazon.co.uk ""Momcozy M5"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Momcozy+M5%22+review+problem,BATCH-P1C-GB-Momcozy
P1-C,英国,GB,吸奶器,竞品Amazon评论,Amazon (amazon.co.uk),Momcozy M9,https://www.amazon.co.uk/s?k=Momcozy+M9&rh=p_72%3A1-2,"site:amazon.co.uk ""Momcozy M9"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Momcozy+M9%22+review+problem,BATCH-P1C-GB-Momcozy
P1-C,英国,GB,吸奶器,竞品独立站Google定向,Google → momcozy.com,Momcozy negative reviews,https://www.google.com/search?q=site%3Amomcozy.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:momcozy.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Amomcozy.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-Momcozy
P1-C,英国,GB,吸奶器,竞品独立站,Lansinoh DTC (lansinoh.com),"Lansinoh Smartpump 2.0, Lansinoh Manual Breast Pump",https://lansinoh.com/collections/breast-pumps,"site:lansinoh.com ""review"" (""suction"" OR ""pain"" OR ""leak"")",https://www.google.com/search?q=site%3Alansinoh.com+%22review%22+%28%22suction%22+OR+%22pain%22+OR+%22leak%22%29,BATCH-P1C-GB-Lansinoh
P1-C,英国,GB,吸奶器,竞品Amazon评论,Amazon (amazon.co.uk),Lansinoh Smartpump 2.0,https://www.amazon.co.uk/s?k=Lansinoh+Smartpump+2.0&rh=p_72%3A1-2,"site:amazon.co.uk ""Lansinoh Smartpump 2.0"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Lansinoh+Smartpump+2.0%22+review+problem,BATCH-P1C-GB-Lansinoh
P1-C,英国,GB,吸奶器,竞品Amazon评论,Amazon (amazon.co.uk),Lansinoh Manual Breast Pump,https://www.amazon.co.uk/s?k=Lansinoh+Manual+Breast+Pump&rh=p_72%3A1-2,"site:amazon.co.uk ""Lansinoh Manual Breast Pump"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Lansinoh+Manual+Breast+Pump%22+review+problem,BATCH-P1C-GB-Lansinoh
P1-C,英国,GB,吸奶器,竞品独立站Google定向,Google → lansinoh.com,Lansinoh negative reviews,https://www.google.com/search?q=site%3Alansinoh.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:lansinoh.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Alansinoh.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-Lansinoh
P1-C,英国,GB,吸奶器,竞品独立站,Haakaa DTC (haakaa.com),"Haakaa Silicone Breast Pump, Haakaa Wearable Pump",https://www.haakaa.com/collections/breast-pumps,"site:haakaa.com ""review"" (""suction"" OR ""spill"" OR ""silicone"")",https://www.google.com/search?q=site%3Ahaakaa.com+%22review%22+%28%22suction%22+OR+%22spill%22+OR+%22silicone%22%29,BATCH-P1C-GB-Haakaa
P1-C,英国,GB,吸奶器,竞品Amazon评论,Amazon (amazon.co.uk),Haakaa Silicone Breast Pump,https://www.amazon.co.uk/s?k=Haakaa+Silicone+Breast+Pump&rh=p_72%3A1-2,"site:amazon.co.uk ""Haakaa Silicone Breast Pump"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Haakaa+Silicone+Breast+Pump%22+review+problem,BATCH-P1C-GB-Haakaa
P1-C,英国,GB,吸奶器,竞品Amazon评论,Amazon (amazon.co.uk),Haakaa Wearable Pump,https://www.amazon.co.uk/s?k=Haakaa+Wearable+Pump&rh=p_72%3A1-2,"site:amazon.co.uk ""Haakaa Wearable Pump"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Haakaa+Wearable+Pump%22+review+problem,BATCH-P1C-GB-Haakaa
P1-C,英国,GB,吸奶器,竞品独立站Google定向,Google → haakaa.com,Haakaa negative reviews,https://www.google.com/search?q=site%3Ahaakaa.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:haakaa.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Ahaakaa.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-Haakaa
P1-C,英国,GB,喂养电器,竞品独立站,Philips Avent DTC (philips.co.uk),"Avent Fast Bottle Warmer, Avent 3-in-1 Sterilizer, Avent Premium Sterilizer",https://www.philips.com/c-m-mo/philips-avent-bottle-warmers-sterilizers,"site:philips.com ""avent"" ""review"" (""slow"" OR ""uneven"" OR ""difficult"")",https://www.google.com/search?q=site%3Aphilips.com+%22avent%22+%22review%22+%28%22slow%22+OR+%22uneven%22+OR+%22difficult%22%29,BATCH-P1C-GB-PhilipsAvent
P1-C,英国,GB,喂养电器,竞品Amazon评论,Amazon (amazon.co.uk),Avent Fast Bottle Warmer,https://www.amazon.co.uk/s?k=Avent+Fast+Bottle+Warmer&rh=p_72%3A1-2,"site:amazon.co.uk ""Avent Fast Bottle Warmer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Avent+Fast+Bottle+Warmer%22+review+problem,BATCH-P1C-GB-PhilipsAvent
P1-C,英国,GB,喂养电器,竞品Amazon评论,Amazon (amazon.co.uk),Avent 3-in-1 Sterilizer,https://www.amazon.co.uk/s?k=Avent+3-in-1+Sterilizer&rh=p_72%3A1-2,"site:amazon.co.uk ""Avent 3-in-1 Sterilizer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Avent+3-in-1+Sterilizer%22+review+problem,BATCH-P1C-GB-PhilipsAvent
P1-C,英国,GB,喂养电器,竞品独立站Google定向,Google → philips.co.uk,Philips Avent negative reviews,https://www.google.com/search?q=site%3Aphilips.co.uk+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:philips.co.uk ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Aphilips.co.uk+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-PhilipsAvent
P1-C,英国,GB,喂养电器,竞品独立站,Tommee Tippee DTC (tommeetippee.com),"Closer to Nature Sterilizer, Perfect Prep Machine, Easi-warm Bottle Warmer",https://www.tommeetippee.com/en-us/feeding,"site:tommeetippee.com ""review"" (""leak"" OR ""slow"" OR ""not compatible"")",https://www.google.com/search?q=site%3Atommeetippee.com+%22review%22+%28%22leak%22+OR+%22slow%22+OR+%22not+compatible%22%29,BATCH-P1C-GB-TommeeTippee
P1-C,英国,GB,喂养电器,竞品Amazon评论,Amazon (amazon.co.uk),Closer to Nature Sterilizer,https://www.amazon.co.uk/s?k=Closer+to+Nature+Sterilizer&rh=p_72%3A1-2,"site:amazon.co.uk ""Closer to Nature Sterilizer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Closer+to+Nature+Sterilizer%22+review+problem,BATCH-P1C-GB-TommeeTippee
P1-C,英国,GB,喂养电器,竞品Amazon评论,Amazon (amazon.co.uk),Perfect Prep Machine,https://www.amazon.co.uk/s?k=Perfect+Prep+Machine&rh=p_72%3A1-2,"site:amazon.co.uk ""Perfect Prep Machine"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Perfect+Prep+Machine%22+review+problem,BATCH-P1C-GB-TommeeTippee
P1-C,英国,GB,喂养电器,竞品独立站Google定向,Google → tommeetippee.com,Tommee Tippee negative reviews,https://www.google.com/search?q=site%3Atommeetippee.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:tommeetippee.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Atommeetippee.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-TommeeTippee
P1-C,英国,GB,喂养电器,竞品独立站,Dr. Brown's DTC (drbrownsbaby.com),"Dr. Brown's Deluxe Bottle Sterilizer, Dr. Brown's Bottle Warmer",https://www.drbrownsbaby.com/product-type/feeding/,"site:drbrownsbaby.com ""review"" (""colic"" OR ""hard to clean"" OR ""parts"")",https://www.google.com/search?q=site%3Adrbrownsbaby.com+%22review%22+%28%22colic%22+OR+%22hard+to+clean%22+OR+%22parts%22%29,BATCH-P1C-GB-Dr.Brown's
P1-C,英国,GB,喂养电器,竞品Amazon评论,Amazon (amazon.co.uk),Dr. Brown's Deluxe Bottle Sterilizer,https://www.amazon.co.uk/s?k=Dr.+Brown%27s+Deluxe+Bottle+Sterilizer&rh=p_72%3A1-2,"site:amazon.co.uk ""Dr. Brown's Deluxe Bottle Sterilizer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Dr.+Brown%27s+Deluxe+Bottle+Sterilizer%22+review+problem,BATCH-P1C-GB-Dr.Brown's
P1-C,英国,GB,喂养电器,竞品Amazon评论,Amazon (amazon.co.uk),Dr. Brown's Bottle Warmer,https://www.amazon.co.uk/s?k=Dr.+Brown%27s+Bottle+Warmer&rh=p_72%3A1-2,"site:amazon.co.uk ""Dr. Brown's Bottle Warmer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Dr.+Brown%27s+Bottle+Warmer%22+review+problem,BATCH-P1C-GB-Dr.Brown's
P1-C,英国,GB,喂养电器,竞品独立站Google定向,Google → drbrownsbaby.com,Dr. Brown's negative reviews,https://www.google.com/search?q=site%3Adrbrownsbaby.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:drbrownsbaby.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Adrbrownsbaby.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-Dr.Brown's
P1-C,英国,GB,喂养电器,竞品独立站,NUK DTC (nuk.com),"NUK Thermo Express Bottle Warmer, NUK Vario Express Sterilizer",https://www.nuk.com/products/feeding,"site:nuk.com ""review"" (""warming"" OR ""parts"" OR ""difficult"")",https://www.google.com/search?q=site%3Anuk.com+%22review%22+%28%22warming%22+OR+%22parts%22+OR+%22difficult%22%29,BATCH-P1C-GB-NUK
P1-C,英国,GB,喂养电器,竞品Amazon评论,Amazon (amazon.co.uk),NUK Thermo Express Bottle Warmer,https://www.amazon.co.uk/s?k=NUK+Thermo+Express+Bottle+Warmer&rh=p_72%3A1-2,"site:amazon.co.uk ""NUK Thermo Express Bottle Warmer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22NUK+Thermo+Express+Bottle+Warmer%22+review+problem,BATCH-P1C-GB-NUK
P1-C,英国,GB,喂养电器,竞品Amazon评论,Amazon (amazon.co.uk),NUK Vario Express Sterilizer,https://www.amazon.co.uk/s?k=NUK+Vario+Express+Sterilizer&rh=p_72%3A1-2,"site:amazon.co.uk ""NUK Vario Express Sterilizer"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22NUK+Vario+Express+Sterilizer%22+review+problem,BATCH-P1C-GB-NUK
P1-C,英国,GB,喂养电器,竞品独立站Google定向,Google → nuk.com,NUK negative reviews,https://www.google.com/search?q=site%3Anuk.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:nuk.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Anuk.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-NUK
P1-C,英国,GB,家居出行,竞品独立站,Bugaboo DTC (bugaboo.com),"Bugaboo Fox 5, Bugaboo Dragonfly, Bugaboo Butterfly",https://www.bugaboo.com/strollers/,"site:bugaboo.com ""review"" (""heavy"" OR ""price"" OR ""fold"" OR ""wheel"")",https://www.google.com/search?q=site%3Abugaboo.com+%22review%22+%28%22heavy%22+OR+%22price%22+OR+%22fold%22+OR+%22wheel%22%29,BATCH-P1C-GB-Bugaboo
P1-C,英国,GB,家居出行,竞品Amazon评论,Amazon (amazon.co.uk),Bugaboo Fox 5,https://www.amazon.co.uk/s?k=Bugaboo+Fox+5&rh=p_72%3A1-2,"site:amazon.co.uk ""Bugaboo Fox 5"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Bugaboo+Fox+5%22+review+problem,BATCH-P1C-GB-Bugaboo
P1-C,英国,GB,家居出行,竞品Amazon评论,Amazon (amazon.co.uk),Bugaboo Dragonfly,https://www.amazon.co.uk/s?k=Bugaboo+Dragonfly&rh=p_72%3A1-2,"site:amazon.co.uk ""Bugaboo Dragonfly"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Bugaboo+Dragonfly%22+review+problem,BATCH-P1C-GB-Bugaboo
P1-C,英国,GB,家居出行,竞品独立站Google定向,Google → bugaboo.com,Bugaboo negative reviews,https://www.google.com/search?q=site%3Abugaboo.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:bugaboo.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Abugaboo.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-Bugaboo
P1-C,英国,GB,家居出行,竞品独立站,UPPAbaby DTC (uppababy.com),"UPPAbaby Vista V3, UPPAbaby Cruz V3, UPPAbaby Minu V2",https://uppababy.com/strollers/,"site:uppababy.com ""review"" (""heavy"" OR ""bulky"" OR ""fold"" OR ""price"")",https://www.google.com/search?q=site%3Auppababy.com+%22review%22+%28%22heavy%22+OR+%22bulky%22+OR+%22fold%22+OR+%22price%22%29,BATCH-P1C-GB-UPPAbaby
P1-C,英国,GB,家居出行,竞品Amazon评论,Amazon (amazon.co.uk),UPPAbaby Vista V3,https://www.amazon.co.uk/s?k=UPPAbaby+Vista+V3&rh=p_72%3A1-2,"site:amazon.co.uk ""UPPAbaby Vista V3"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22UPPAbaby+Vista+V3%22+review+problem,BATCH-P1C-GB-UPPAbaby
P1-C,英国,GB,家居出行,竞品Amazon评论,Amazon (amazon.co.uk),UPPAbaby Cruz V3,https://www.amazon.co.uk/s?k=UPPAbaby+Cruz+V3&rh=p_72%3A1-2,"site:amazon.co.uk ""UPPAbaby Cruz V3"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22UPPAbaby+Cruz+V3%22+review+problem,BATCH-P1C-GB-UPPAbaby
P1-C,英国,GB,家居出行,竞品独立站Google定向,Google → uppababy.com,UPPAbaby negative reviews,https://www.google.com/search?q=site%3Auppababy.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:uppababy.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Auppababy.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-UPPAbaby
P1-C,英国,GB,家居出行,竞品独立站,Cybex DTC (cybex-online.com),"Cybex Priam, Cybex Mios, Cybex Libelle",https://cybex-online.com/strollers,"site:cybex-online.com ""review"" (""heavy"" OR ""fold"" OR ""canopy"" OR ""recline"")",https://www.google.com/search?q=site%3Acybex-online.com+%22review%22+%28%22heavy%22+OR+%22fold%22+OR+%22canopy%22+OR+%22recline%22%29,BATCH-P1C-GB-Cybex
P1-C,英国,GB,家居出行,竞品Amazon评论,Amazon (amazon.co.uk),Cybex Priam,https://www.amazon.co.uk/s?k=Cybex+Priam&rh=p_72%3A1-2,"site:amazon.co.uk ""Cybex Priam"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Cybex+Priam%22+review+problem,BATCH-P1C-GB-Cybex
P1-C,英国,GB,家居出行,竞品Amazon评论,Amazon (amazon.co.uk),Cybex Mios,https://www.amazon.co.uk/s?k=Cybex+Mios&rh=p_72%3A1-2,"site:amazon.co.uk ""Cybex Mios"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Cybex+Mios%22+review+problem,BATCH-P1C-GB-Cybex
P1-C,英国,GB,家居出行,竞品独立站Google定向,Google → cybex-online.com,Cybex negative reviews,https://www.google.com/search?q=site%3Acybex-online.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:cybex-online.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Acybex-online.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-Cybex
P1-C,英国,GB,家居出行,竞品独立站,Babyzen DTC (babyzen.com),"YOYO2, YOYO Bassinet",https://www.babyzen.com/en/strollers,"site:babyzen.com ""review"" (""recline"" OR ""canopy"" OR ""expensive"" OR ""newborn"")",https://www.google.com/search?q=site%3Ababyzen.com+%22review%22+%28%22recline%22+OR+%22canopy%22+OR+%22expensive%22+OR+%22newborn%22%29,BATCH-P1C-GB-Babyzen
P1-C,英国,GB,家居出行,竞品Amazon评论,Amazon (amazon.co.uk),YOYO2,https://www.amazon.co.uk/s?k=YOYO2&rh=p_72%3A1-2,"site:amazon.co.uk ""YOYO2"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22YOYO2%22+review+problem,BATCH-P1C-GB-Babyzen
P1-C,英国,GB,家居出行,竞品Amazon评论,Amazon (amazon.co.uk),YOYO Bassinet,https://www.amazon.co.uk/s?k=YOYO+Bassinet&rh=p_72%3A1-2,"site:amazon.co.uk ""YOYO Bassinet"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22YOYO+Bassinet%22+review+problem,BATCH-P1C-GB-Babyzen
P1-C,英国,GB,家居出行,竞品独立站Google定向,Google → babyzen.com,Babyzen negative reviews,https://www.google.com/search?q=site%3Ababyzen.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:babyzen.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Ababyzen.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-Babyzen
P1-C,英国,GB,家居出行,竞品独立站,Graco DTC (gracobaby.com),"Graco Modes Pramette, Graco Jetsetter, Graco FastAction",https://www.gracobaby.com/strollers/,"site:gracobaby.com ""review"" (""heavy"" OR ""fold"" OR ""wheel"" OR ""recline"")",https://www.google.com/search?q=site%3Agracobaby.com+%22review%22+%28%22heavy%22+OR+%22fold%22+OR+%22wheel%22+OR+%22recline%22%29,BATCH-P1C-GB-Graco
P1-C,英国,GB,家居出行,竞品Amazon评论,Amazon (amazon.co.uk),Graco Modes Pramette,https://www.amazon.co.uk/s?k=Graco+Modes+Pramette&rh=p_72%3A1-2,"site:amazon.co.uk ""Graco Modes Pramette"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Graco+Modes+Pramette%22+review+problem,BATCH-P1C-GB-Graco
P1-C,英国,GB,家居出行,竞品Amazon评论,Amazon (amazon.co.uk),Graco Jetsetter,https://www.amazon.co.uk/s?k=Graco+Jetsetter&rh=p_72%3A1-2,"site:amazon.co.uk ""Graco Jetsetter"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.co.uk+%22Graco+Jetsetter%22+review+problem,BATCH-P1C-GB-Graco
P1-C,英国,GB,家居出行,竞品独立站Google定向,Google → gracobaby.com,Graco negative reviews,https://www.google.com/search?q=site%3Agracobaby.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:gracobaby.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Agracobaby.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-GB-Graco
P1-C,德国,DE,吸奶器,竞品独立站,Medela DTC (medela.de),"Medela Pump in Style, Medela Swing Maxi, Medela Freestyle Flex",https://www.medela.com/breastfeeding/products/breast-pumps,"site:medela.com ""review"" (""disappointed"" OR ""problem"" OR ""issue"")",https://www.google.com/search?q=site%3Amedela.com+%22review%22+%28%22disappointed%22+OR+%22problem%22+OR+%22issue%22%29,BATCH-P1C-DE-Medela
P1-C,德国,DE,吸奶器,竞品Amazon评论,Amazon (amazon.de),Medela Pump in Style,https://www.amazon.de/s?k=Medela+Pump+in+Style&rh=p_72%3A1-2,"site:amazon.de ""Medela Pump in Style"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22Medela+Pump+in+Style%22+review+problem,BATCH-P1C-DE-Medela
P1-C,德国,DE,吸奶器,竞品Amazon评论,Amazon (amazon.de),Medela Swing Maxi,https://www.amazon.de/s?k=Medela+Swing+Maxi&rh=p_72%3A1-2,"site:amazon.de ""Medela Swing Maxi"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22Medela+Swing+Maxi%22+review+problem,BATCH-P1C-DE-Medela
P1-C,德国,DE,吸奶器,竞品独立站Google定向,Google → medela.de,Medela negative reviews,https://www.google.com/search?q=site%3Amedela.de+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:medela.de ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Amedela.de+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-DE-Medela
P1-C,德国,DE,吸奶器,竞品独立站,Elvie DTC (elvie.com),"Elvie Pump, Elvie Stride",https://www.elvie.com/shop/elvie-pump,"site:elvie.com ""review"" (""battery"" OR ""suction"" OR ""disappointed"")",https://www.google.com/search?q=site%3Aelvie.com+%22review%22+%28%22battery%22+OR+%22suction%22+OR+%22disappointed%22%29,BATCH-P1C-DE-Elvie
P1-C,德国,DE,吸奶器,竞品Amazon评论,Amazon (amazon.de),Elvie Pump,https://www.amazon.de/s?k=Elvie+Pump&rh=p_72%3A1-2,"site:amazon.de ""Elvie Pump"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22Elvie+Pump%22+review+problem,BATCH-P1C-DE-Elvie
P1-C,德国,DE,吸奶器,竞品Amazon评论,Amazon (amazon.de),Elvie Stride,https://www.amazon.de/s?k=Elvie+Stride&rh=p_72%3A1-2,"site:amazon.de ""Elvie Stride"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22Elvie+Stride%22+review+problem,BATCH-P1C-DE-Elvie
P1-C,德国,DE,吸奶器,竞品独立站Google定向,Google → elvie.com,Elvie negative reviews,https://www.google.com/search?q=site%3Aelvie.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,"site:elvie.com ""review"" (""problem"" OR ""disappointed"" OR ""returned"")",https://www.google.com/search?q=site%3Aelvie.com+%22review%22+%28%22problem%22+OR+%22disappointed%22+OR+%22returned%22%29,BATCH-P1C-DE-Elvie
P1-C,德国,DE,吸奶器,竞品独立站,Momcozy DTC (momcozy.com),"Momcozy M5, Momcozy M9, Momcozy S12 Pro",https://momcozy.com/collections/wearable-breast-pumps,"site:momcozy.com ""review"" (""suction"" OR ""leak"" OR ""noise"" OR ""not worth"")",https://www.google.com/search?q=site%3Amomcozy.com+%22review%22+%28%22suction%22+OR+%22leak%22+OR+%22noise%22+OR+%22not+worth%22%29,BATCH-P1C-DE-Momcozy
P1-C,德国,DE,吸奶器,竞品Amazon评论,Amazon (amazon.de),Momcozy M5,https://www.amazon.de/s?k=Momcozy+M5&rh=p_72%3A1-2,"site:amazon.de ""Momcozy M5"" (""1 star"" OR ""terrible"" OR ""not worth"")",https://www.google.com/search?q=site%3Aamazon.de+%22Momcozy+M5%22+review+problem,BATCH-P1C-DE-Momcozy
